"title","release","day_audience","total_audience","day23_audience","total23_audience","day23_screen","screen","Nationality","distributor","grade","genre","director","actor","date","day","weekday","dire_score","agency_score","actors_score","expect","Netizen_score","ranks_sum","SF","family","horror","documentary","drama","romance","musical","mystery","crime","historyy","western","adult","thrill","animation","action","adventure","war","comedy","fantasy","X18","all","X15","USA","KOR","first_day_audience","holiday"
"라라랜드","2016-12-07",40288,2924098,12216,2429823,514,712,"미국","판씨네마(주)","12세이상관람가","드라마,뮤지컬,멜로/로맨스","다미엔차젤레","엠마스톤,라이언고슬링,핀위트록,J.K.시몬스,로즈마리드윗","2017-01-15",40,"일요일",0,1,8,"2,565",8.59,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67430,0
"라스트갓파더","2010-12-29",532,2541368,271,101853,279,450,"한국","씨제이엔터테인먼트","12세이상관람가","코미디","심형래","심형래,마이클리스폴리,하비케이틀,제이슨미웨스,조셀린도나휴,안소희","2011-02-06",40,"일요일",2,4,0,"0",6.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,138713,1
"라이언","2017-02-01",64,104007,16205,1379499,17,173,"호주","(주)이수C&E","12세이상관람가","드라마","가스데이비스","데브파텔,루니마라,니콜키드먼,데이빗웬햄,타니시타차터제,이몬파렌,디프티나발","2017-03-12",40,"일요일",0,1,3,"1,118",9.16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16246,0
"라이프오브파이","2013-01-01",1744,1566873,2743,947840,163,392,"미국","이십세기폭스코리아(주)","전체관람가","어드벤처,드라마","이안","수라즈샤르마,이르판칸,라프스팰,라프스팰","2013-02-09",40,"토요일",2,3,1,"0",8.84,1.857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,166128,0
"라푼젤","2011-02-10",161,1009077,574,394387,116,287,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","전체관람가","애니메이션,코미디,멜로/로맨스,가족","네이슨그레노,바이론하워드","재커리레비,맨디무어","2011-03-21",40,"월요일",2,3,0,"0",9.33,1.714,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,43969,0
"랭고","2011-03-03",14,429594,2637,1702226,37,281,"미국","씨제이이앤엠(주)","전체관람가","애니메이션,액션","고어버빈스키","조니뎁","2011-04-11",40,"월요일",2,4,4,"0",6.5,1.286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,16145,0
"러브픽션","2012-02-29",5,1726193,8440,247853,145,483,"한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스,코미디","전계수","하정우,공효진,이병준,지진희,유인나,최유화,전수지,장동찬,정동철,최재용,최준용,이원함,박재한,이규원,이규희,김재화,차은재,아용주,박준면,조희봉,박영수","2012-04-08",40,"일요일",1,3,9,"0",6.68,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,178425,0
"러빙빈센트","2017-11-09",2262,354851,11344,1349605,185,241,"영국","판씨네마(주)","15세이상관람가","애니메이션,미스터리","도로타코비엘라,휴웰치맨","시얼샤로넌,제롬플린","2017-12-18",40,"월요일",0,1,0,"2,242",9.19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10246,0
"런닝맨","2013-04-04",272,1421014,2802,211792,230,533,"한국","이십세기폭스코리아(주)","15세이상관람가","액션,코미디","조동오","신하균,이민호,김상호,조은지,오정세,주현,김의성,정석용,남경읍,정동석,조원철,지성환,김도연,김선간,한승현","2013-05-13",40,"월요일",2,3,9,"0",7.78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,73532,0
"레고무비","2014-02-06",39,232808,25188,2882315,29,265,"미국","워너브러더스코리아(주)","전체관람가","애니메이션,코미디,액션,가족","필로드,크리스밀러","윌페렐,리암니슨,엘리자베스뱅크스,모건프리먼,윌아넷,닉오퍼만,크리스프랫","2014-03-17",40,"월요일",2,4,11,"0",8.46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,7297,0
"레드더레전드","2013-07-18",7,2989628,12565,2124777,318,497,"미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,코미디,범죄","딘패리소트","브루스윌리스,존말코비치,메리-루이스파커,이병헌,캐서린제타-존스,안소니홉킨스,헬렌미렌","2013-08-26",40,"월요일",1,4,15,"0",8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,132799,0
"레디플레이어원","2018-03-28",422,2249681,57430,4475282,429,985,"미국","워너브러더스코리아(주)","12세이상관람가","액션,SF,어드벤처","스티븐스필버그","마크라이런스,사이먼페그,올리비아쿡,타이쉐리던,벤멘델슨,T.J.밀러","2018-05-06",40,"일요일",2,4,7,"853",8.54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,153331,0
"레미제라블","2012-12-19",59568,5641817,6106,1929990,372,589,"미국","유니버설픽쳐스인터내셔널코리아(유)","12세이상관람가","드라마","톰후퍼","휴잭맨,러셀크로우,앤해서웨이,아만다사이프리드,헬레나본햄카터","2013-01-27",40,"일요일",1,3,11,"0",8.34,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,343049,0
"레버넌트죽음에서돌아온자","2016-01-14",96,2001318,5481,1162489,235,704,"미국","이십세기폭스코리아(주)","15세이상관람가","어드벤처,드라마","알레한드로곤잘레스이냐리투","레오나르도디카프리오,톰하디","2016-02-22",40,"월요일",1,3,6,"5,179",7.81,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,126712,1
"레지던트이블4끝나지않은전쟁3D","2010-09-16",32,1189979,6947,506220,172,285,"독일","한국소니픽쳐스릴리징브에나비스타영화㈜","청소년관람불가","공포(호러),스릴러,액션","폴W.S.앤더슨","밀라요보비치,웬트워스밀러","2010-10-25",40,"월요일",0,3,0,"0",6.28,1.857,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,70158,1
"레터스투줄리엣","2010-10-06",1029,580277,3778,2135747,149,215,"미국","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","멜로/로맨스,코미디","게리위닉","아만다사이프리드,크리스토퍼에건,가엘가르시아베르날,바네사레드그레이브","2010-11-14",40,"일요일",0,3,1,"0",8.62,1.286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12522,0
"로건","2017-03-01",147,2167067,337,1016096,212,849,"미국","이십세기폭스코리아(주)","청소년관람불가","액션,SF","제임스맨골드","휴잭맨,패트릭스튜어트,보이드홀브룩,스테판머천트,리차드E.그랜트,에릭라살,엘리스닐","2017-04-09",40,"일요일",2,3,8,"4,093",9.05,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,355280,0
"로그원스타워즈스토리","2016-12-28",98,1018840,2747,159248,2,907,"미국","월트디즈니컴퍼니코리아유한책임회사","12세이상관람가","액션,어드벤처,판타지,SF","가렛에드워즈","펠리시티존스,디에고루나,매즈미켈슨,리즈아메드,포레스트휘테커,견자단,알란터딕,강문","2017-02-05",40,"일요일",1,2,3,"3,189",8.44,1.857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,147433,1
"로마위드러브","2013-04-18",142,175164,30309,2273434,51,181,"미국","(주)나이너스엔터테인먼트","청소년관람불가","코미디","우디알렌","알렉볼드윈,엘렌페이지,제시아이젠버그,페넬로페크루즈,로베르토베니니,우디알렌","2013-05-27",40,"월요일",0,0,3,"0",8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,13371,0
"리얼스틸","2011-10-12",72208,3197389,831,717957,290,478,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가","액션,드라마,SF","숀레비","휴잭맨","2011-11-20",40,"일요일",3,3,2,"0",9.06,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,147866,0
"리오2","2014-05-01",7,762255,157,119512,29,429,"미국","이십세기폭스코리아(주)","전체관람가","애니메이션,코미디,어드벤처","카를로스살다나","제시아이젠버그,앤해서웨이,레슬리만,제이미폭스,임시완,류승룡,써니","2014-06-09",40,"월요일",0,3,17,"939",8.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,50084,0
"리틀비버","2009-04-30",7,120363,10268,1406080,4,117,"프랑스","(주)쇼박스","전체관람가","가족,어드벤처","필립칼드롱","브누아브리에르,유재석,김동현,이계인,이경규","2009-06-08",40,"월요일",0,4,0,"0",7.66,0.857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1018,0
"리틀포레스트","2018-02-28",565,1502473,287,134303,432,831,"한국","메가박스중앙(주)플러스엠","전체관람가","드라마","임순례","김태리,류준열,문소리,진기주","2018-04-08",40,"일요일",2,3,7,"5,613",8.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,146948,0
"링컨","2013-03-14",56,137140,7805,1128368,5,207,"미국","이십세기폭스코리아(주)","12세이상관람가","드라마,전쟁","스티븐스필버그","다니엘데이루이스,조셉고든레빗,토미리존스,샐리필드","2013-04-22",40,"월요일",2,3,5,"0",7.77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14082,0
"마다가스카2","2009-01-08",55,1229774,5577,1325276,168,355,"미국","씨제이엔터테인먼트","전체관람가","애니메이션,어드벤처,가족,액션","에릭다넬,톰맥그라스","데이빗쉼머,크리스록,제이다핀켓스미스,벤스틸러","2009-02-16",40,"월요일",3,4,5,"0",7.88,1.429,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,63479,1
"마다가스카3이번엔서커스다!","2012-06-06",26929,1609541,238,468970,183,509,"미국","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처,코미디","에릭다넬,톰맥그라스,콘래드베논","벤스틸러,크리스록,데이빗쉼머,제이다핀켓스미스,프란시스맥도먼드","2012-07-15",40,"일요일",3,4,10,"0",9.03,1.429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,269209,0
"마담뺑덕","2014-10-02",6,471050,5009,98405,8,536,"한국","씨제이이앤엠(주)","청소년관람불가","멜로/로맨스","임필성","정우성,이솜,박소영,박팔영,손지연,어주선,정현석,한세인,김도연,김성민,김희원,민들레,박소담,윤세아","2014-11-10",40,"월요일",1,4,7,"7,380",6.66,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,75594,0
"마담프루스트의비밀정원","2014-07-24",699,128635,30007,1540295,44,36,"프랑스","찬란","전체관람가","드라마","실뱅쇼메","귀욤고익스,앤르니","2014-09-01",40,"월요일",0,0,0,"569",8.88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3213,0
"마당을나온암탉","2011-07-28",2681,2024037,26024,2726917,262,275,"한국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","애니메이션","오성윤","문소리,박철민,최민식,유승호,홍윤정,김한솔","2011-09-05",40,"월요일",1,4,6,"0",8.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,106964,0
"마더","2009-05-28",4553,2958042,370,825623,276,566,"한국","씨제이엔터테인먼트","청소년관람불가","드라마","봉준호","김혜자,원빈,진구,윤제문,최재원,전미선,송새벽,천우희,정영기,이미도,유인수,박태준,오원식,이옥주,김홍집,윤혜진,임성미,임근아,김태환,황영희,한지희,남성호,권병길","2009-07-06",40,"월요일",2,4,0,"0",8.03,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,229688,0
"마린보이","2009-02-05",1,827612,62307,4217565,17,333,"한국","씨제이엔터테인먼트","15세이상관람가","액션,스릴러,범죄","윤종석","김강우,조재현,박시연,강병철,김호성,신상열,홍의정,김준원,신창수,신현규,안재정,원동연,김성규,정광진,박상욱,김철준,이정범,이주현,오대환,박병은,조재윤,이원종,김준배,최정우,엄효섭","2009-03-16",40,"월요일",0,4,2,"0",6.65,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,73947,0
"마션","2015-10-08",6370,4848056,4025,662740,540,1003,"미국","이십세기폭스코리아(주)","12세이상관람가","액션,어드벤처,SF","리들리스콧","맷데이먼,제시카차스테인,제프다니엘스,케이트마라,크리스틴위그","2015-11-16",40,"월요일",3,3,8,"6,812",8.41,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,281237,0
"마음이2","2010-07-21",62,696147,9034,2078351,68,237,"한국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","드라마","이정철","달이,성동일,김정태,송중기,정훈영,신민철,정주연,최희선,왕석현,권해효","2010-08-29",40,"일요일",1,4,2,"0",8.6,1.143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44820,0
"마이웨이","2011-12-21",85,2142428,13282,2329388,217,611,"한국","에스케이플래닛(주),씨제이이앤엠(주)","15세이상관람가","전쟁,액션,드라마","강제규","장동건,오다기리조,판빙빙,강남현,조동혁,김효연,김홍근,신승훈,영건,김희원,최지우,도지한,이건우,최태정,박태성,이광기,한경석,한정욱,서종철,김대현,이문호,유미진,이호연,이상협,이확광,곽진석,곽호선,권문철,이홍섭,최우수,오태경,양진석,이창욱,이학렬,이현희,이재희,최상준,한승현,이동훈,김시후,김인우","2012-01-29",40,"일요일",2,4,2,"0",7.16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,117827,1
"마이펫의이중생활","2016-08-03",703,2519988,646,838919,327,573,"미국","유니버설픽쳐스인터내셔널코리아(유)","전체관람가","애니메이션,코미디,가족","크리스리노드","스티브쿠건,엘리켐퍼,레이크벨,데이너카비,케빈하트","2016-09-11",40,"일요일",1,3,1,"7,356",8.58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,185414,0
"만추","2011-02-17",93,843264,58920,3216014,18,372,"한국","씨제이엔터테인먼트","15세이상관람가","멜로/로맨스","김태용","현빈,탕웨이","2011-03-28",40,"월요일",0,4,2,"0",7.3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,106680,0
"매드맥스분노의도로","2015-05-14",9664,3802402,26158,3128083,501,765,"미국","워너브러더스코리아(주)","15세이상관람가","액션,어드벤처,스릴러","조지밀러","톰하디,샤를리즈테론,니콜라스홀트,조크라비츠,로지헌팅턴-휘틀리,라일리코프,메간게일,애비리,코트니이튼","2015-06-22",40,"월요일",1,4,4,"2,005",8.76,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,93694,0
"맨인블랙3","2012-05-24",56,3379234,1602,485944,304,729,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가","액션,코미디,SF","배리소넨필드","윌스미스,토미리존스,조슈브롤린,제메인클레멘트,빌헤이더,알렉볼드윈","2012-07-02",40,"월요일",0,3,3,"0",8.16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,146821,0
"먹고기도하고사랑하라","2010-09-30",114,499414,2129,1083274,39,277,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","15세이상관람가","드라마,멜로/로맨스","라이언머피","줄리아로버츠,제임스프랑코,제임스프랭코","2010-11-08",40,"월요일",0,3,1,"0",6.48,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,42185,0
"메리다와마법의숲","2012-09-27",166,1211653,39970,2414136,91,290,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","전체관람가","애니메이션","마크앤드류스,브렌다채프먼","켈리맥도날드,빌리코놀리,엠마톰슨,강소라","2012-11-05",40,"월요일",1,3,1,"0",7.67,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15288,1
"메이즈러너","2014-09-18",3066,2780769,6486,2254625,338,472,"미국","이십세기폭스코리아(주)","12세이상관람가","액션,미스터리,SF,스릴러","웨스볼","딜런오브라이언,카야스코델라리오,윌폴터,토마스생스터,이기홍","2014-10-27",40,"월요일",2,3,1,"24,029",7.87,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,88571,0
"메이즈러너데스큐어","2018-01-17",20,2297682,11081,2677545,208,919,"미국","이십세기폭스코리아(주)","12세이상관람가","액션,SF,스릴러","웨스볼","딜런오브라이언,토마스생스터,카야스코델라리오,이기홍","2018-02-25",40,"일요일",2,3,10,"24,029",7.87,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,230473,1
"메이즈러너스코치트라이얼","2015-09-16",304,2743737,282,550119,161,680,"미국","이십세기폭스코리아(주)","12세이상관람가","액션,SF,스릴러","웨스볼","딜런오브라이언,토마스생스터,카야스코델라리오,이기홍","2015-10-25",40,"일요일",2,3,4,"35,841",8.07,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,119859,1
"메카닉리크루트","2016-08-31",2,551874,165149,15471619,34,290,"미국","(주)제이앤씨미디어그룹","15세이상관람가","액션,범죄,스릴러","데니스간젤","제이슨스타뎀,제시카알바,토미리존스,양자경","2016-10-09",40,"일요일",0,1,7,"2,497",6.62,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,97437,1
"명량","2014-07-30",54182,17163996,3163,485085,716,1159,"한국","씨제이이앤엠(주)","15세이상관람가","사극,액션","김한민","최민식,류승룡,조진웅,김명곤,진구,이정현,권율,노민우,김태훈,이승준,오타니료헤이,박보검,박원우,서성광,오명훈,유명환,윤희경,이윤기,정수남,정순태,정의석,김원해,이해영,장준녕,김길동,김강일,강태영,하형원,한상대,김동원,김민석,김민식,김재철,김준형,김현중,박선용,박노식,최덕문,조복래,문영동","2014-09-07",40,"일요일",2,4,23,"13,639",8.46,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,705201,0
"명탐정코난11번째스트라이커","2012-07-19",61,524429,1537,594718,67,262,"일본","씨제이이앤엠(주)","12세이상관람가","애니메이션","시즈노코분,야마모토야스이치로","김선혜,강수진,이정구,이현진","2012-08-27",40,"월요일",0,4,0,"0",8.64,1.286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14083,0
"명탐정코난천공의난파선","2010-07-21",547,618302,1844,619194,33,168,"일본","에이원엔터테인먼트","전체관람가","애니메이션,가족","야마모토야스이치로","타카야마미나미,야마자키와카나,야마구치캇페이,하야시바라메구미,호리카와료,김선혜,강수진","2010-08-29",40,"일요일",0,0,0,"0",9.24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11658,0
"명탐정코난칠흑의추적자","2009-07-29",449,642932,19657,1994222,41,121,"일본","에이원엔터테인먼트","전체관람가","애니메이션,미스터리,범죄","야마모토타이치로","다이고,타카야마미나미,야마자키와카나,이현진","2009-09-06",40,"일요일",0,0,0,"0",9.02,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17054,0
"모아나","2017-01-12",1330,2297255,293,273826,488,756,"미국","월트디즈니컴퍼니코리아유한책임회사","전체관람가","애니메이션","론클레멘츠,존머스커","드웨인존슨,아우이크라발호,알란터딕,제메인클레멘트,테무에라모리슨","2017-02-20",40,"월요일",1,2,9,"2,774",9.15,1.857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,89880,1
"목소리의형태","2017-05-09",49,275737,693,638298,10,450,"일본","(주)디스테이션","전체관람가","애니메이션,멜로/로맨스","야마다나오코","이리노미유,하야미사오리,유키아오이,오노켄쇼,카네코유키,이시카와유이,토요나가토시유키","2017-06-17",40,"토요일",0,0,0,"8,858",8.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,83782,0
"몬스터vs에이리언","2009-04-23",18,659363,7603,792374,37,276,"미국","씨제이엔터테인먼트","전체관람가","애니메이션,어드벤처,SF,코미디","롭레터맨,콘래드베논","리즈위더스푼,르네젤위거,휴로리,세스로건,한예슬","2009-06-01",40,"월요일",1,4,2,"0",8.02,1.286,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,9844,0
"몬스터대학교","2013-09-12",38,867857,3822,1482681,120,273,"미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","전체관람가","애니메이션","댄스캔론","빌리크리스탈,존굿맨,스티브부세미,롭리글,피터손","2013-10-21",40,"월요일",0,2,1,"0",8.73,1.286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,22602,1
"몬스터호텔2","2015-12-24",16,1514930,15637,2026102,136,541,"미국","유니버설픽쳐스인터내셔널코리아(유)","전체관람가","애니메이션","젠디타타코브스키","아담샌들러,셀레나고메즈,케빈제임스,스티브부세미","2016-02-01",40,"월요일",0,3,1,"4,342",8.59,1.857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,61700,0
"몽타주","2013-05-16",92,2094350,454,408316,297,441,"한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","스릴러","정근섭","엄정화,김상경,송영창,조희봉,정해균,유승목,이정환,조한기,고해성,허정은,홍종성,김윤태,이준혁,오대환,기주봉","2013-06-24",40,"월요일",1,3,8,"0",8.54,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,93996,0
"무뢰한","2015-05-27",80,414084,62,158757,37,482,"한국","CGV아트하우스","청소년관람불가","멜로/로맨스","오승욱","김남길,전도연,박성웅,곽도원,김민재,강태영,박지환,정재웅,조민지,조원희,송승현,오하늬,유지연,하은진,이동진,이학주,정재헌,지승현","2015-07-05",40,"일요일",0,2,10,"4,059",7.77,1.429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,58057,0
"무법자","2010-03-18",4,160728,12010,1483856,8,184,"한국","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마,범죄,스릴러","김철한","감우성,장신영,이승민,탁트인,최원영,조대현,박용재,김민좌,박준수,박창희,안창영,김선나,유정인,정윤선,천성훈,허기호,이한주,조덕현,우현,김강산","2010-04-26",40,"월요일",0,3,3,"0",5.48,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15316,0
"무적자","2010-09-16",29,1545928,3018,139746,243,348,"한국","씨제이엔터테인먼트","15세이상관람가","드라마,액션","송해성","주진모,송승헌,김강우,조한선,최재원,홍의정,이신성,임형준,신창수,박현,한상현,류근형,이소희,김재형,김철준,양은혜,서태화,박진우,김해곤","2010-10-25",40,"월요일",2,4,4,"0",5.61,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,67521,1
"무현,두도시이야기","2016-10-26",1766,184573,1613,150990,139746,31,"한국","(주)모멘텀엔터테인먼트","15세이상관람가","다큐멘터리","전인환","김원명,노무현","2016-12-04",40,"일요일",0,0,0,"3,819",8.68,0.857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4384,0
"문라이트","2017-02-22",582,173185,150,292850,89,170,"미국","CGV아트하우스","15세이상관람가","드라마","배리젠킨스","트레반트로즈,앙드레홀랜드,나오미해리스","2017-04-02",40,"일요일",0,2,0,"757",8.07,0.286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12620,0
"뮨달의요정","2015-09-24",48,315474,17835,2370421,15,230,"프랑스","씨네그루(주)다우기술","전체관람가","애니메이션","알렉상드르헤보얀,베노이트필립폰","조슈아J.발라드,오마사이","2015-11-02",40,"월요일",0,1,1,"747",8.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6733,1
"미니언즈","2015-07-29",11877,2612040,2752,288683,303,612,"미국","유니버설픽쳐스인터내셔널코리아(유)","전체관람가","애니메이션","피에르꼬팽,카일발다","산드라블록,존햄,마이클키튼","2015-09-06",40,"일요일",2,3,1,"11,636",7.93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,195742,0
"미드나잇인파리","2012-07-05",1296,327697,784,111903,38,171,"미국","(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트","15세이상관람가","코미디,멜로/로맨스,판타지","우디알렌","오웬윌슨,마리온꼬띨라르,레이첼맥아담스,애드리언브로디","2012-08-13",40,"월요일",0,1,3,"6",8.56,1.429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,18664,0
"미라클벨리에","2015-08-27",87,119124,13117,715710,37,240,"프랑스","(주)영화사진진","12세이상관람가","드라마","에릭라티고","로앤에머라,카렝비야,프랑소아다미앙,에릭엘모스니노","2015-10-05",40,"월요일",0,0,0,"1,868",8.85,0.857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20346,1
"미비포유","2016-06-01",6296,919522,97263,5816582,184,384,"미국","워너브러더스코리아(주)","12세이상관람가","멜로/로맨스,드라마","테아샤록","에밀리아클라크,샘클라플린,매튜루이스","2016-07-10",40,"일요일",0,4,2,"5,859",8.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30537,0
"미션임파서블고스트프로토콜","2011-12-15",80162,7216588,31397,5818555,538,845,"미국","씨제이이앤엠(주)","15세이상관람가","액션","브래드버드","톰크루즈,제레미레너","2012-01-23",40,"월요일",2,4,4,"0",8.73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,285069,0
"미션임파서블로그네이션","2015-07-30",1487,6118959,12166,2556636,334,1199,"미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,스릴러,어드벤처","크리스토퍼맥쿼리","톰크루즈,제레미레너,사이몬페그,알렉볼드윈,레베카퍼거슨","2015-09-07",40,"월요일",2,4,11,"8,626",8.75,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,473052,0
"미스페레그린과이상한아이들의집","2016-09-28",2243,2715737,6763,916165,403,480,"미국","이십세기폭스코리아(주)","12세이상관람가","미스터리,판타지","팀버튼","에바그린,사무엘L.잭슨,아사버터필드,앨리슨제니,킴디킨스,주디덴치,크리스오다우드","2016-11-06",40,"일요일",2,3,15,"8,695",8.46,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,83924,0
