"title","release","day_audience","total_audience","release_audience","screen","Nationality","distributor","grade","genre","director","actor","date","day","weekday","holiday","agency_score","dire_score","expect","Netizen_score","actors_score","SF","family","horror","documentary","drama","romance","musical","mystery","crime","historyy","western","adult","thrill","animation","action","adventure","war","comedy","fantasy","X18","all","X15","USA","KOR","first_day_audience","holiday"
"극장판포켓몬스터XY파괴의포켓몬과디안시","2015-01-14",1216,231913,17522,300,"일본","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","애니메이션","유야마쿠니히코",NA,"2015-01-31",18,"토요일",0,4,0,"4,286",8.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18524,0
"극장판포켓몬스터너로정했다!","2017-12-21",7256,498530,14583,424,"일본","(주)이수C&E","전체관람가","애니메이션,어드벤처,가족","유야마쿠니히코",NA,"2018-01-07",18,"일요일",0,1,0,"3,695",8.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,15777,0
"극장판포켓몬스터베스트위시「메로엣타의반짝반짝음악회」","2012-12-19",1753,281747,76967,237,"일본",NA,"전체관람가","애니메이션","유야마쿠니히코",NA,"2013-01-05",18,"토요일",0,0,0,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,77265,0
"극장판포켓몬스터베스트위시「비크티니와백의영웅레시라무」","2011-12-22",12541,349214,11125,171,"일본","씨제이이앤엠(주)","전체관람가","애니메이션,판타지,어드벤처","유야마쿠니히코","미즈키나나,마츠모토리카","2012-01-08",18,"일요일",0,4,0,"0",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,12785,0
"극장판포켓몬스터베스트위시「비크티니와흑의영웅제크로무」","2011-12-22",10711,284224,11046,174,"일본","씨제이이앤엠(주)","전체관람가","애니메이션,판타지,어드벤처","유야마쿠니히코","마츠모토리카,츠루노타케시,타카하시히데키,미즈키나나","2012-01-08",18,"일요일",0,4,0,"0",8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,11154,0
"극장판포켓몬스터베스트위시「큐레무VS성검사케르디오」","2012-12-19",2045,341099,90930,275,"일본","씨제이이앤엠(주)","전체관람가","애니메이션","유야마쿠니히코","마츠모토리카,오오타니이쿠에,미야노마모루","2013-01-05",18,"토요일",0,4,0,"0",8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,94236,0
"극장판포켓몬스터베스트위시신의속도게노세크트,뮤츠의각성","2014-01-09",617,320860,45532,331,"일본","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처","유야마쿠니히코","이선호,장경희,남도형","2014-01-26",18,"일요일",0,4,0,"0",8.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,46725,0
"극적인하룻밤","2015-12-03",56,319883,35140,386,"한국","CGV아트하우스","청소년관람불가","멜로/로맨스,코미디","하기호","윤계상,한예리,박효주,조복래,박병은,정수영,조영균,하정완,한정국,김수정,한지은,이지훈,정수연,김재화,박현지,진선규,김의성","2015-12-20",18,"일요일",0,2,0,"2,589",6.54,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,36502,0
"글러브","2011-01-20",85285,1607105,69230,581,"한국","씨제이엔터테인먼트","전체관람가","드라마","강우석","강신일,김미경,김혜성,유선,정재영,조진웅,장기범,이현우,김경호,조찬형,안창현,한만진,서혜진,김선우,최성필,정진규,김정우,최은성,이창수,이해영,전국환","2011-02-06",18,"일요일",1,4,3,"0",8.85,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,79188,1
"글로리데이","2016-03-24",1937,184252,16442,425,"한국","(주)엣나인필름","15세이상관람가","드라마","최정열","지수,김준면,류준열,김희찬,김동완,김종수,문희경,유하복,이주실,이춘우,장시원,박성인,정다연,배연수,정지상,안병래,여기한,조제웅,유승완,윤기현,윤민영,이상희,이성훈,최승민,한보람,김용","2016-04-10",18,"일요일",0,0,0,"26,181",7.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24628,0
"기생수파트1","2015-02-26",1643,184062,18653,203,"일본","판씨네마(주)","청소년관람불가","스릴러,SF","야마자키타카시","소메타니쇼타,후카츠에리,하시모토아이,키타무라카즈키,아사노타다노부","2015-03-15",18,"일요일",0,1,0,"15,045",7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19369,0
"기술자들","2014-12-24",50330,2459712,274404,641,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄,액션","김홍선","김우빈,김영철,고창석,이현우,조윤희,임주환,조달환,권지훈,김원진,노선식,박갑진,유원선,윤대원,윤주환,이상민,이수민,채성원,천준호,최현우,최춘범,한지은,지승현","2015-01-10",18,"토요일",0,4,2,"24,306",7.1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,338287,0
"기억의밤","2017-11-29",32385,1327290,97245,704,"한국","메가박스중앙(주)플러스엠,주식회사키위컴퍼니","15세이상관람가","미스터리,스릴러","장항준","강하늘,김무열,문성근,나영희,최고,박윤식,박재영,이동근,이동진,이승용,남명렬","2017-12-16",18,"토요일",0,3,1,"5,028",8.16,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,104381,0
"기프트","2009-03-26",492,145262,14080,187,"미국","(주)성원아이컴","15세이상관람가","액션,스릴러,미스터리","그렉마크스","쉐인웨스트,에드워드번즈,빙라메스","2009-04-12",18,"일요일",0,0,0,"303",7.62,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,15656,0
"김복남살인사건의전말","2010-09-02",1374,147353,4253,30,"한국","(주)스폰지이엔티","청소년관람불가","스릴러,드라마","장철수","한동학,서영희,지성원,백수련,박정학,홍승진,이강희,안수연,김경애,유승오,김우근,배성우,유순철,조덕제","2010-09-19",18,"일요일",0,0,1,"0",8.73,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4253,0
"김씨표류기","2009-05-14",22273,667638,37880,247,"한국","(주)시네마서비스","12세이상관람가","코미디,드라마","이해준","정재영,구교환,정려원,강문정,박보영,이성배,임수진,최소영,이규형,양미경,이정애,장소연","2009-05-31",18,"일요일",0,3,0,"0",8.66,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,43320,0
"김종욱찾기","2010-12-08",57559,1007605,48375,384,"한국","씨제이엔터테인먼트","12세이상관람가","멜로/로맨스,드라마","장유정","임수정,공유,최지호,이청아,최혜림,조재은,박혜경,권영복,김나정,고지광,유정희,장영주,정동화,정원조,오나라,이우승,김대현,이창원,정준하,오만석,장영남,김강현,최일화","2010-12-25",18,"토요일",0,4,2,"0",8.28,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53710,0
"깡철이","2013-10-02",6958,1191183,134531,700,"한국","씨제이이앤엠(주)","15세이상관람가","드라마,액션,가족","안권태","유아인,김해숙,김정태,김성오,정유미,이시언,신정근,손희정,신경주,신창수,이동연,이동훈,이승민,이태영,길정환,하수진,한상현,이도겸,김인우,장태성","2013-10-19",18,"토요일",0,4,2,"0",6.95,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,140248,0
"꼬마니콜라","2010-01-28",376,194098,15893,141,"프랑스","(주)프라임엔터테인먼트","전체관람가","가족,코미디","로랑티라르","발리에리르메르시,막심고다르,카드메라드","2010-02-14",18,"일요일",1,2,0,"757",8.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18214,1
"꾸뻬씨의행복여행","2014-11-27",3199,110334,7932,227,"영국","그린나래미디어(주)","15세이상관람가","어드벤처,드라마","피터첼섬","사이몬페그,로자먼드파이크,장르노,스텔란스카스가드,크리스토퍼플러머","2014-12-14",18,"일요일",0,0,0,"1,329",8.23,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12768,0
"꾼","2017-11-22",169265,3564145,213172,1195,"한국","(주)쇼박스","15세이상관람가","범죄","장창원","현빈,유지태,배성우,박성웅,나나,안세하,최덕문,전보람,전헌태,유정호,이용희,이재남,이창호,김동철,황인범,김태강,차순배","2017-12-09",18,"토요일",0,4,1,"6,730",7.64,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,251911,0
"꿈은이루어진다","2010-05-27",98,100834,8885,218,"한국","씨제이엔터테인먼트","15세이상관람가","코미디,드라마","계윤식","이성재,최지현,강성진,정경호,유태웅,이상훈,박지훈,최시찬,이선호,오태경,지대한,윤다경","2010-06-13",18,"일요일",0,4,0,"0",7.16,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,13445,0
"끝까지간다","2014-05-29",137302,2122661,79698,629,"한국","(주)쇼박스","15세이상관람가","액션,스릴러,범죄","김성훈","이선균,조진웅,신정근,정만식,신동미,김동영,박보검,박진성,정하철,윤종현,이승준,이준혁,이지훈,김보경,이영수,김재철,김진환,배유람,김강현,기주봉,장인섭,장준녕,김해곤","2014-06-15",18,"일요일",0,4,2,"1,320",9,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,106170,0
"나는갈매기","2009-09-26",227,100327,11248,52,"한국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","다큐멘터리","권상준","손경구,조규철,조성우,조성환,박정준,박종윤,최효석,최희진,박지은,황진수,박진웅,안주현,배은주,권영준,서성민,진이일,서정근,서정민,서정호,김대우,민경수,최대선,박광일,이상화,유주형,최민호,임경완,장성우,장원준,전준우,임동하,윤정원,임용수,정보영,이용훈,이대호,이진오,이인구,김주찬,이정동","2009-10-13",18,"화요일",1,4,0,"0",7.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13208,1
"나는공무원이다","2012-07-12",13,217769,25462,269,"한국","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","코미디,드라마","구자홍","윤제문,송하윤,성준,이충직,김희정","2012-07-29",18,"일요일",0,3,0,"0",6.12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,29357,0
"나는내일,어제의너와만난다","2017-10-12",6794,157991,3230,147,"일본","(주)디스테이션","12세이상관람가","멜로/로맨스,판타지,SF","미키타카히로","후쿠시소우타,코마츠나나,히가시데마사히로","2017-10-29",18,"일요일",0,0,0,"1,604",8.77,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3542,0
"나는비와함께간다","2009-10-15",983,211027,24403,205,"프랑스","씨제이엔터테인먼트","청소년관람불가","범죄,스릴러,액션","트란안홍","조쉬하트넷,이병헌,기무라타쿠야","2009-11-01",18,"일요일",0,4,0,"0",3.78,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,24645,0
"나는아빠다","2011-04-14",1662,164417,12948,295,"한국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","액션,드라마","전만배,이세영","김새론,김승우,최정윤,임하룡,손병호,김명성,김호준,신용진,신은영,배상철,모상범,서정훈,이민재,이상우,유현,김일권,오호진,김윤지,이관희,양재원,천성훈,노정의,조덕현,이원종,박충선","2011-05-01",18,"일요일",0,4,0,"0",5.67,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,15865,0
"나는왕이로소이다","2012-08-08",8592,770353,65664,469,"한국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","사극,코미디","장규성","주지훈,백윤식,변희봉,박영규,임원희,이하늬,백도빈,김수로,김소현,전지혜,정지현,조대희,최대원,김상용,한여울,이림,김형주,박준서,박혜민,신승훈,유지혜,이미도","2012-08-25",18,"토요일",0,4,1,"0",7.42,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,150703,0
"나니아연대기새벽출정호의항해","2010-12-08",63376,1061959,32521,419,"미국","이십세기폭스코리아(주)","전체관람가","판타지,가족,어드벤처","마이클앱티드","벤반스,조지헨리,윌폴터,윌폴터,스캔더킨즈,윌리엄모즐리,윌리엄모즐리,안나팝플웰","2010-12-25",18,"토요일",0,3,1,"0",8.07,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,109381,0
"나를기억해","2018-04-19",12,139318,18797,484,"한국","씨네그루(주)키다리이엔티","청소년관람불가","미스터리,범죄,스릴러","이한욱","이유영,김희원,오하늬,이학주,김다미,고규필","2018-05-06",18,"일요일",0,1,0,"555",6.55,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,19630,0
"나를잊지말아요","2016-01-07",112,424126,63347,503,"한국","씨제이이앤엠(주)","15세이상관람가","멜로/로맨스","이윤정","정우성,김하늘,배성우,장영남,조이진,임주은,허진,이준혁,온주완,권해효,김봉근,윤다경,임태호,박지원,이상훈,이승원,이우주,이은이,최준환","2016-01-24",18,"일요일",0,4,0,"6,851",6.7,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,70697,0
"나를찾아줘","2014-10-23",49407,1552490,64919,549,"미국","이십세기폭스코리아(주)","청소년관람불가","스릴러","데이빗핀처","벤애플렉,로자먼드파이크,닐패트릭해리스,미시파일","2014-11-09",18,"일요일",0,3,2,"1,592",8.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,70056,0
"나미야잡화점의기적","2018-02-28",695,190179,49465,479,"일본","(주)이수C&E","전체관람가","판타지,드라마","히로키류이치","니시다토시유키,야마다료스케","2018-03-17",18,"토요일",0,1,0,"3,838",7.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,54671,0
"나우유씨미2","2016-07-13",38789,2995822,196279,861,"미국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","범죄,액션","존추","제시아이젠버그,마크러팔로,우디해럴슨,데이브프랑코,다니엘래드클리프,리지캐플란,주걸륜,마이클케인,모건프리먼","2016-07-30",18,"토요일",0,4,2,"9,865",8.32,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,499404,0
"나우유씨미마술사기단","2013-08-22",98921,2609701,146606,484,"미국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","범죄,액션,스릴러","루이스리테리어","제시아이젠버그,마크러팔로,우디해럴슨,멜라니로랑,아일라피셔,데이브프랑코,마이클케인,모건프리먼","2013-09-08",18,"일요일",0,4,0,"0",8.04,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,151342,0
"나의PS파트너","2012-12-06",47367,1584401,72532,532,"한국","씨제이이앤엠(주)","청소년관람불가","멜로/로맨스,코미디","변성현","지성,김아중,신소율,강경준,김성오,정수영,문지윤,김보미,지은,최은두,박준기,신해철,이미소,김보연","2012-12-23",18,"일요일",0,4,1,"0",8.22,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,92026,0
"나의독재자","2014-10-30",849,382500,37015,637,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","이해준","설경구,박해일,윤제문,이병준,류혜영,이규형,김영대,김원진,김철환,민경진,박민수,송성찬,이준혁,배유람,배성우,장소연,채수빈,김강현,남연우,전국환,박지환","2014-11-16",18,"일요일",0,4,0,"2,953",7.43,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66271,0
"나의사랑나의신부","2014-10-08",88923,1760247,88406,577,"한국","씨네그루(주)다우기술","15세이상관람가","멜로/로맨스,코미디","임찬상","조정석,신민아,윤정희,이상희,전예원,조아라,김광수,김보미,김선하,김은비,박주운,신영일,배성우,라미란,윤문식,황정민,서강준,김형욱","2014-10-25",18,"토요일",0,1,1,"8,499",8.01,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,101237,0
"나의소녀시대","2016-05-12",24594,307685,5330,134,"대만","오드","15세이상관람가","멜로/로맨스,드라마","프랭키첸","송운화,왕대륙","2016-05-29",18,"일요일",0,0,0,"7,104",8.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9989,0
"나의절친악당들","2015-06-25",65,133407,26887,384,"한국","이십세기폭스코리아(주)","청소년관람불가","범죄,액션,드라마","임상수","류승범,고준희,류현경,샘오취리,김응수,정원중,양익준,김주혁,이정배,임상수,정인호,최보람,안상완,윤여정,이래규,한효준,홍성훈,이상미,홍의정,이상화,김태영,김형규","2015-07-12",18,"일요일",0,3,2,"1,791",4.83,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,30663,0
"나이트메어","2010-05-20",320,136181,13874,150,"미국","워너브러더스코리아(주)","청소년관람불가","공포(호러),스릴러","사무엘베이어","재키얼헤일리,카일갈너,루니마라,케이티캐시디,토마스데커,켈란루츠,클랜시브라운,코니브리튼,리아D.모텐슨","2010-06-06",18,"일요일",0,4,0,"0",8.63,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13886,0
"나인","2009-12-31",1672,485716,73347,329,"미국","(주)시너지하우스(시너지)","15세이상관람가","멜로/로맨스,뮤지컬","롭마샬","다니엘데이루이스,마리온꼬띨라르,페넬로페크루즈,니콜키드먼","2010-01-17",18,"일요일",0,2,1,"0",6.72,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,93214,0
"나잇&데이","2010-06-24",108380,1828860,96580,474,"미국","이십세기폭스코리아(주)","15세이상관람가","액션,코미디","제임스맨골드","톰크루즈,카메론디아즈","2010-07-11",18,"일요일",0,3,2,"0",8.36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,119399,0
"날,보러와요","2016-04-07",37298,992467,42192,424,"한국","메가박스(주)플러스엠","청소년관람불가","미스터리,스릴러","이철하","강예원,이상윤,최진호,지대한,김종수,이학주,장태성,유건,길해연,조재윤,이형석,박송해,정경일,안용우,안지혜,안지혜,최낙영,이규호,이상백,이승진","2016-04-24",18,"일요일",0,3,1,"4,353",7.27,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,46733,0
"남과여","2016-02-25",558,201207,27887,424,"한국","(주)쇼박스","청소년관람불가","멜로/로맨스","이윤기","전도연,공유,이미소,정선경,윤세아,김혜옥,박민지,전준호,오정완,조희,윤신혜,이보영,이상희","2016-03-13",18,"일요일",0,4,0,"10,545",7.9,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35527,0
"남영동1985","2012-11-22",1685,326541,31034,308,"한국","씨너스엔터테인먼트(주),(주)엣나인필름","15세이상관람가","드라마","정지영","박원상,이경영,명계남,김의성,서동수,이천희,김중기,문성근,우희진,이창진,이후창,최필선,오지혜,배용근,권병길","2012-12-09",18,"일요일",0,1,1,"0",7.21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40261,0
"남자가사랑할때","2014-01-22",86109,1684268,98730,484,"한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스,드라마","한동욱","황정민,한혜진,곽도원,정만식,손세빈,백동현,이확광,임정빈,임희준,양준호,조왕섭,조화성,최제헌,이성호,한동욱,권지훈,허명행,황병국,김정수,남경민,문성렬,박성웅,이채은,김병옥,김홍파,남일우,김태희,김종수,최우리,남문철,박지환","2014-02-08",18,"토요일",1,3,1,"0",8.65,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,105712,1
"남자사용설명서","2013-02-14",2793,502463,57171,372,"한국","(주)쇼박스","15세이상관람가","코미디,멜로/로맨스","이원석","이시영,김영현,오정세,박영규,김정태,이원종,배성우,김준성,김민재,경수진,조혜선,최우영,성윤용,손종규,이순혜,차종호","2013-03-03",18,"일요일",0,4,0,"0",6.85,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,66000,0
"남쪽으로튀어","2013-02-06",5273,821274,45840,428,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,드라마","임순례","김윤석,오연수,한예리,백승환,박사랑,김성균,이청기,이현경,최성태,홍지은,황인준,박윤호,서은아,김종구,김홍파,라미란,이동휘,김태훈,박진우,이대연,유재명,유하복","2013-02-23",18,"토요일",1,4,2,"0",7.8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,58651,1
"남한산성","2017-10-03",15706,3725908,444585,1125,"한국","씨제이이앤엠(주)","15세이상관람가","사극,드라마","황동혁","이병헌,김윤석,박해일,고수,박희순,조우진,박주운,박지원,백동현,서병철,장정국,이정호,이호중,권효민","2017-10-20",18,"금요일",1,4,2,"8,809",8.03,43,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,473503,1
"내가살인범이다","2012-11-08",113286,2109424,96151,520,"한국","(주)쇼박스","청소년관람불가","액션,스릴러","정병길","정재영,박시후,최원영,김영애,정건영,장규미,장금단,권귀덕,정용견,정진근,금경배,김경석,최신호,최은애,강봉성,이상문,박윤호,이용희,박규범,백동현,서강호,오병호,유희원,윤봉철,배성우,손종학,한제인,최희진,장광,조은지","2012-11-25",18,"일요일",0,4,2,"0",8.48,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,158225,0
"내깡패같은애인","2010-05-20",25263,632961,30549,233,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마,코미디,멜로/로맨스","김광식","박중훈,정유미,박원상,정우혁,정인기,권세인,노승범,민경진,조원철,박정원,황혜영,박화진,유영기,유지연,장석훈,정소희,최원태,송경의,이채은,권율","2010-06-06",18,"일요일",0,4,1,"0",9.06,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,42999,0
"내니맥피2유모와마법소동","2010-08-11",1465,204807,12022,156,"미국","유니버설픽쳐스인터내셔널코리아(유)","전체관람가","가족,코미디,판타지","수잔나화이트","엠마톰슨","2010-08-28",18,"토요일",0,3,0,"0",8.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,12022,0
"내부자들","2015-11-19",299851,4950842,230949,907,"한국","(주)쇼박스","청소년관람불가","범죄,드라마","우민호","이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,김의성,박진우,남일우,김연지,김진우,문소리,박경순,설우신,손혜진,신정미,윤보배,이선관,이재남,이재정,이주아,신지수,장현준,최정연,황준혁,손종학,조덕제,유재명","2015-12-06",18,"일요일",0,4,3,"12,198",8.99,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,344733,0
"내부자들디오리지널","2015-12-31",57825,1851423,159066,595,"한국","(주)쇼박스","청소년관람불가","범죄,드라마","우민호","신지수,이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,박진우,남일우,김의성,손종학,조덕제,유재명","2016-01-17",18,"일요일",0,4,3,"0",9.03,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,160148,0
"내사랑","2017-07-12",7780,207490,11526,175,"아일랜드","오드","12세이상관람가","드라마,멜로/로맨스","에이슬링월쉬","샐리호킨스,에단호크","2017-07-29",18,"토요일",0,0,0,"1,305",9.18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16831,0
"내사랑내곁에","2009-09-24",59970,1867516,111989,460,"한국","씨제이엔터테인먼트","12세이상관람가","드라마,멜로/로맨스","박진표","하지원,김명민,남능미,임하룡,최종률,신신애(신금애),임종윤,임형준,임성민,가인,장원영,김여진,김광규,정의철,김혜림,임훈,유지연,유승목,신치영,김영필,강신일,송영창,설경구,박현영","2009-10-11",18,"일요일",1,4,3,"0",7.03,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114129,1
"내심장을쏴라","2015-01-28",341,383805,60407,430,"한국","(주)리틀빅픽쳐스,(주)이수C&E","15세이상관람가","드라마","문제용","이민기,여진구,유오성,김정태,김기천,신구,송영창,박충선,박두식,한혜린,이준혁,임문영,강영묵,정유정,권소영,이규섭,김재화,엄효섭,김보라","2015-02-14",18,"토요일",0,1,0,"6,860",7.69,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,64376,0
"내아내의모든것","2012-05-17",164966,2791688,87798,502,"한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,멜로/로맨스","민규동","임수정,이선균,류승룡,이달형,이진희,김도균,김선일,최차원,신경철,옥광희,박희본,김지영,정대용","2012-06-03",18,"일요일",0,3,3,"0",8.55,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,185487,0
"내이름은칸","2011-03-24",33276,224471,2832,16,"인도","필라멘트픽쳐스","12세이상관람가","드라마","카란조하르","샤룩칸,까졸","2011-04-10",18,"일요일",0,1,0,"0",9.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6745,0
"너는펫","2011-11-10",11499,522869,54892,318,"한국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","멜로/로맨스,코미디","김병곤","장근석,김하늘,홍세희,최종훈,김유인,신정원,박재성,고나은,김해인,심서린,조진혁,박진성,박진아,조현수,고우리,유지민,정정숙,윤영식,윤용일,정유미,최원석,이진희,이채원,김주용,안길강","2011-11-27",18,"일요일",0,4,0,"0",6.25,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60771,0
"너의이름은.","2017-01-04",107103,2954740,138028,555,"일본","메가박스(주)플러스엠","12세이상관람가","애니메이션,드라마,멜로/로맨스","신카이마코토","카미키류노스케,카미시라이시모네,나가사와마사미,이치하라에수코,유키아오이,시마자키노부나가,이시카와카이토,타니카논","2017-01-21",18,"토요일",0,3,1,"22,244",8.75,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212267,0
"너의췌장을먹고싶어","2017-10-25",15570,398331,38923,196,"일본","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","츠키카와쇼","키타가와케이코,오구리슌,하마베미나미,키타무라타쿠미","2017-11-11",18,"토요일",0,3,0,"57",8.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44164,0
